Região,UF,Município,IFDM,Educação,Saúde,Emprego & Renda
Sudeste,MG,João Monlevade,"0,7234","0,6863","0,6183","0,8657"
Sudeste,SP,Turmalina,"0,7234","0,7951","0,7435","0,6315"
Sul,RS,David Canabarro,"0,7234","0,7597","0,7219","0,6887"
Nordeste,CE,Aquiraz,"0,7233","0,7640","0,6561","0,7499"
Sudeste,SP,Morungaba,"0,7232","0,7229","0,5075","0,9393"
Sudeste,SP,Iperó,"0,7230","0,6763","0,6874","0,8054"
Sul,PR,Planaltina do Paraná,"0,7230","0,7089","0,7301","0,7299"
Sul,RS,São José do Sul,"0,7230","0,7025","0,6904","0,7760"
Centro-Oeste,MT,Cláudia,"0,7230","0,6789","0,6508","0,8393"
Sul,SC,Piratuba,"0,7228","0,7506","0,5411","0,8768"
Sudeste,RJ,Niterói,"0,7224","0,6072","0,7247","0,8354"
Sudeste,SP,Itapecerica da Serra,"0,7224","0,7558","0,6515","0,7598"
Centro-Oeste,MS,Figueirão,"0,7224","0,5699","0,7582","0,8391"
Centro-Oeste,GO,Mara Rosa,"0,7224","0,7155","0,7135","0,7381"
Sudeste,MG,Conceição dos Ouros,"0,7223","0,7264","0,6610","0,7794"
Sudeste,SP,Angatuba,"0,7221","0,7466","0,6330","0,7867"
Sudeste,MG,Morada Nova de Minas,"0,7219","0,6638","0,6020","0,8998"
Sul,SC,Correia Pinto,"0,7219","0,6315","0,6805","0,8536"
Sudeste,SP,Embu das Artes,"0,7218","0,7823","0,6176","0,7655"
Sul,RS,Palmeira das Missões,"0,7218","0,6961","0,7366","0,7326"
Sudeste,SP,Barão de Antonina,"0,7217","0,7978","0,7119","0,6553"
Centro-Oeste,MS,Rio Brilhante,"0,7217","0,6971","0,5926","0,8753"
Sudeste,MG,Monte Carmelo,"0,7216","0,7245","0,6526","0,7877"
Sul,PR,Mandaguaçu,"0,7216","0,7612","0,6616","0,7419"
Centro-Oeste,MT,Campos de Júlio,"0,7216","0,7210","0,5971","0,8466"
Sul,PR,São Carlos do Ivaí,"0,7215","0,7779","0,5417","0,8450"
Sul,RS,Tenente Portela,"0,7215","0,6459","0,6988","0,8199"
Sudeste,SP,Ibirarema,"0,7214","0,7478","0,6956","0,7209"
Sul,SC,Treze de Maio,"0,7214","0,6632","0,5935","0,9074"
Sul,RS,Giruá,"0,7214","0,6867","0,7521","0,7253"
Sudeste,SP,Álvares Florence,"0,7212","0,8449","0,7559","0,5627"
Sul,PR,Figueira,"0,7210","0,7414","0,6992","0,7223"
Sudeste,MG,Presidente Olegário,"0,7209","0,6612","0,7473","0,7543"
Sul,RS,Taquari,"0,7209","0,6909","0,6438","0,8280"
Sudeste,MG,Maravilhas,"0,7208","0,6398","0,7311","0,7914"
Centro-Oeste,GO,Aparecida de Goiânia,"0,7208","0,6133","0,6694","0,8796"
Sudeste,MG,Ibiraci,"0,7206","0,6204","0,7696","0,7719"
Sudeste,SP,Tabapuã,"0,7206","0,8552","0,5881","0,7186"
Sudeste,MG,Barbacena,"0,7205","0,6931","0,6878","0,7806"
Sul,PR,Andirá,"0,7205","0,8544","0,6032","0,7039"
Sul,PR,Barracão,"0,7205","0,7264","0,5937","0,8415"
Sul,RS,Anta Gorda,"0,7205","0,6330","0,6726","0,8558"
Sul,RS,Araricá,"0,7205","0,7093","0,5880","0,8641"
Sul,SC,Três Barras,"0,7204","0,6474","0,5834","0,9303"
Sudeste,SP,Presidente Venceslau,"0,7203","0,8169","0,5983","0,7457"
Nordeste,CE,Pereiro,"0,7202","0,8208","0,6341","0,7057"
Sudeste,SP,Trabiju,"0,7201","0,7145","0,6576","0,7881"
Sul,RS,Santo Antônio do Palma,"0,7198","0,7123","0,7220","0,7250"
Sudeste,SP,Cosmópolis,"0,7197","0,7440","0,6762","0,7388"
Sul,PR,Palmas,"0,7197","0,6725","0,5676","0,9191"
Centro-Oeste,MS,Anaurilândia,"0,7197","0,6861","0,5939","0,8791"
Sul,PR,Santo Antônio do Paraíso,"0,7196","0,7769","0,6861","0,6957"
Sul,SC,Rio das Antas,"0,7196","0,6034","0,7077","0,8476"
Sul,RS,São Sebastião do Caí,"0,7196","0,5834","0,6633","0,9122"
Sul,SC,Capão Alto,"0,7194","0,6132","0,6891","0,8559"
Sul,RS,Doutor Ricardo,"0,7194","0,6619","0,7533","0,7431"
Norte,RO,Chupinguaia,"0,7193","0,5347","0,6797","0,9436"
Sudeste,MG,Sacramento,"0,7192","0,6300","0,6128","0,9147"
Sudeste,MG,Tupaciguara,"0,7192","0,7300","0,5949","0,8327"
Sul,RS,Centenário,"0,7192","0,7755","0,7971","0,5851"
Sudeste,SP,Ipaussu,"0,7188","0,7708","0,5831","0,8024"
Sudeste,ES,Alfredo Chaves,"0,7186","0,7683","0,5688","0,8187"
Sudeste,SP,Guatapará,"0,7185","0,7374","0,6577","0,7603"
Sul,SC,Vargem Bonita,"0,7184","0,6543","0,6668","0,8340"
Nordeste,RN,Alto do Rodrigues,"0,7183","0,7431","0,6781","0,7338"
Sul,PR,Santo Antônio da Platina,"0,7183","0,6842","0,6734","0,7972"
Sul,SC,Barra Velha,"0,7183","0,6261","0,6971","0,8317"
Sudeste,SP,Guarujá,"0,7182","0,6989","0,7389","0,7168"
Sul,SC,Agronômica,"0,7182","0,5879","0,7629","0,8037"
Sudeste,MG,Pains,"0,7181","0,7734","0,5136","0,8673"
Sudeste,ES,Ibiraçu,"0,7181","0,7272","0,5775","0,8495"
Sul,PR,Peabiru,"0,7181","0,7944","0,7050","0,6548"
Sudeste,SP,Iacanga,"0,7180","0,7219","0,5606","0,8714"
Sul,PR,Quarto Centenário,"0,7180","0,7314","0,7075","0,7150"
Centro-Oeste,GO,Alto Horizonte,"0,7180","0,7044","0,6692","0,7803"
Sul,PR,Bela Vista do Paraíso,"0,7179","0,7468","0,6622","0,7446"
Sul,PR,Santa Terezinha de Itaipu,"0,7179","0,8105","0,6393","0,7040"
Sul,SC,Paulo Lopes,"0,7179","0,5850","0,6715","0,8971"
Sul,SC,Arroio Trinta,"0,7178","0,6798","0,6299","0,8436"
Sul,RS,Constantina,"0,7178","0,7231","0,6387","0,7916"
Nordeste,PE,Petrolina,"0,7175","0,7384","0,6948","0,7192"
Sudeste,SP,Piratininga,"0,7175","0,7873","0,6279","0,7372"
Sul,PR,Kaloré,"0,7175","0,8527","0,6720","0,6279"
Sul,RS,Barra do Rio Azul,"0,7175","0,7287","0,7643","0,6596"
Sul,PR,Tupãssi,"0,7173","0,8036","0,6343","0,7141"
Sul,RS,Paverama,"0,7172","0,6029","0,7574","0,7912"
Sul,RS,Campina das Missões,"0,7170","0,8162","0,7266","0,6081"
Sudeste,MG,São José da Lapa,"0,7169","0,7392","0,6684","0,7431"
Sudeste,MG,São Tomás de Aquino,"0,7169","0,6364","0,7945","0,7197"
Centro-Oeste,GO,Nerópolis,"0,7168","0,6517","0,6405","0,8582"
Sudeste,ES,Marilândia,"0,7162","0,7732","0,6272","0,7482"
Sul,SC,Ipira,"0,7162","0,7549","0,7832","0,6104"
Sudeste,SP,Barbosa,"0,7161","0,7571","0,7538","0,6374"
Sul,PR,Campo Bonito,"0,7161","0,7450","0,7073","0,6959"
Centro-Oeste,MT,Tapurah,"0,7161","0,6726","0,5894","0,8864"
Sudeste,MG,Itapeva,"0,7158","0,6216","0,6848","0,8411"
Sudeste,MG,Monte Sião,"0,7158","0,6607","0,6501","0,8365"
Sudeste,SP,Cajobi,"0,7157","0,8251","0,6205","0,7015"
Sul,PR,Ortigueira,"0,7157","0,6737","0,6425","0,8309"
Norte,TO,Alvorada,"0,7155","0,7110","0,6340","0,8014"
Sul,SC,Ermo,"0,7155","0,6404","0,5813","0,9248"
Centro-Oeste,GO,Perolândia,"0,7155","0,7759","0,5592","0,8113"
Sul,RS,Crissiumal,"0,7154","0,7264","0,6542","0,7655"
Sul,PR,São Tomé,"0,7153","0,7739","0,7086","0,6635"
Sul,RS,Capitão,"0,7153","0,7239","0,6973","0,7247"
Sudeste,SP,Panorama,"0,7152","0,7908","0,6244","0,7303"
Sul,PR,Alvorada do Sul,"0,7152","0,7468","0,6981","0,7006"
Sul,RS,Barão de Cotegipe,"0,7151","0,7113","0,6474","0,7866"
Sul,RS,Protásio Alves,"0,7151","0,6694","0,7788","0,6970"
Sudeste,SP,Brodowski,"0,7148","0,6469","0,6799","0,8177"
Sudeste,MG,Conselheiro Lafaiete,"0,7146","0,6752","0,6878","0,7808"
Sudeste,MG,Delta,"0,7146","0,6110","0,6710","0,8619"
Sul,SC,Jaguaruna,"0,7146","0,5726","0,6435","0,9278"
Sul,RS,Gaurama,"0,7146","0,6955","0,7299","0,7185"
Sul,RS,Pantano Grande,"0,7146","0,5131","0,7709","0,8599"
Sudeste,MG,São Tomé das Letras,"0,7145","0,7441","0,6888","0,7105"
Sul,PR,Cambira,"0,7145","0,7679","0,5656","0,8101"
Sul,SC,Capivari de Baixo,"0,7145","0,6305","0,6795","0,8334"
Centro-Oeste,GO,Caçu,"0,7145","0,6464","0,6462","0,8509"
Sudeste,ES,Santa Maria de Jetibá,"0,7144","0,6870","0,6403","0,8158"
Sudeste,MG,Pedrinópolis,"0,7143","0,6998","0,6948","0,7484"
Sudeste,SP,Populina,"0,7143","0,8769","0,6539","0,6120"
Sul,RS,Humaitá,"0,7143","0,7361","0,6982","0,7086"
Centro-Oeste,GO,Morrinhos,"0,7143","0,7045","0,5824","0,8559"
Norte,RO,Pimenta Bueno,"0,7142","0,6617","0,5373","0,9436"
Sudeste,SP,Anhembi,"0,7142","0,7137","0,7076","0,7214"
Sudeste,SP,Tabatinga,"0,7142","0,7331","0,5881","0,8215"
Sul,RS,Nova Pádua,"0,7142","0,7107","0,7315","0,7003"
Centro-Oeste,GO,Santa Helena de Goiás,"0,7142","0,7276","0,6510","0,7641"
Sudeste,SP,Parapuã,"0,7141","0,7195","0,5839","0,8389"
Sul,PR,Pinhal de São Bento,"0,7141","0,7815","0,6726","0,6882"
Sudeste,MG,São Sebastião do Oeste,"0,7140","0,5867","0,6223","0,9330"
Sudeste,SP,Praia Grande,"0,7140","0,7633","0,6520","0,7266"
Sudeste,SP,Charqueada,"0,7139","0,7684","0,6254","0,7480"
Sudeste,SP,São Lourenço da Serra,"0,7138","0,7655","0,5143","0,8616"
Sul,PR,Piraí do Sul,"0,7138","0,6504","0,7061","0,7849"
Centro-Oeste,MT,Alto Araguaia,"0,7137","0,6524","0,7349","0,7537"
Sudeste,MG,Claraval,"0,7135","0,6271","0,8692","0,6442"
Sudeste,SP,Rafard,"0,7135","0,6314","0,6254","0,8837"
Sul,PR,Jundiaí do Sul,"0,7135","0,7201","0,7926","0,6277"
Sul,RS,Ilópolis,"0,7135","0,6654","0,7697","0,7055"
Sul,RS,Sobradinho,"0,7135","0,6965","0,6524","0,7916"
Sudeste,SP,Pariquera-Açu,"0,7134","0,6029","0,7361","0,8013"
Sul,PR,Terra Rica,"0,7130","0,7747","0,6403","0,7239"
Sul,RS,São Martinho,"0,7127","0,6603","0,6817","0,7960"
Sul,RS,Saldanha Marinho,"0,7125","0,7043","0,7728","0,6604"
Sudeste,MG,Romaria,"0,7124","0,7039","0,6289","0,8044"
Sudeste,ES,São Roque do Canaã,"0,7124","0,8040","0,6147","0,7185"
Centro-Oeste,GO,Cachoeira Dourada,"0,7124","0,6420","0,7512","0,7441"
Sul,PR,Ivatuba,"0,7123","0,7431","0,4838","0,9099"
Centro-Oeste,MT,São José do Rio Claro,"0,7123","0,7860","0,5103","0,8407"
Sudeste,MG,Janaúba,"0,7122","0,7653","0,7132","0,6582"
Sudeste,MG,Juatuba,"0,7122","0,6224","0,6309","0,8832"
Centro-Oeste,MS,Sonora,"0,7122","0,7105","0,5666","0,8595"
Sul,RS,Nova Santa Rita,"0,7121","0,5534","0,6712","0,9116"
Sul,SC,Imbituba,"0,7120","0,6394","0,6224","0,8742"
Sudeste,SP,Ipuã,"0,7119","0,7162","0,6763","0,7433"
Sudeste,SP,Cruzeiro,"0,7116","0,7132","0,6377","0,7839"
Sudeste,SP,Salto de Pirapora,"0,7116","0,7911","0,6228","0,7209"
Sul,PR,Mirador,"0,7116","0,7559","0,6234","0,7554"
Sul,SC,Itaiópolis,"0,7116","0,5913","0,6976","0,8459"
Centro-Oeste,MT,Jaciara,"0,7116","0,7878","0,4989","0,8481"
Centro-Oeste,MT,Arenápolis,"0,7115","0,7709","0,6877","0,6760"
Sudeste,MG,Florestal,"0,7114","0,8464","0,5976","0,6903"
Sudeste,MG,Medeiros,"0,7114","0,7151","0,6442","0,7749"
Sul,SC,Coronel Freitas,"0,7114","0,6822","0,6326","0,8195"
Sudeste,SP,Nova Campina,"0,7113","0,7144","0,6368","0,7826"
Sudeste,SP,Coronel Macedo,"0,7110","0,8342","0,5219","0,7770"
Sudeste,SP,Joanópolis,"0,7110","0,7526","0,6118","0,7685"
Sudeste,SP,União Paulista,"0,7109","0,7852","0,6301","0,7175"
Sul,PR,Pinhalão,"0,7108","0,7607","0,7488","0,6228"
Sul,PR,Vitorino,"0,7108","0,7342","0,5493","0,8489"
Sul,RS,Eldorado do Sul,"0,7107","0,5491","0,6528","0,9302"
Sul,PR,Pitanga,"0,7105","0,7375","0,6415","0,7525"
Sudeste,SP,Valparaíso,"0,7103","0,7219","0,5480","0,8610"
Sudeste,MG,Sarzedo,"0,7102","0,6390","0,6364","0,8551"
Sudeste,RJ,Armação dos Búzios,"0,7101","0,5449","0,6908","0,8947"
Sul,PR,Colombo,"0,7100","0,6442","0,6580","0,8277"
Sul,PR,Conselheiro Mairinck,"0,7100","0,8010","0,7375","0,5914"
Centro-Oeste,GO,Vila Boa,"0,7100","0,6284","0,6844","0,8173"
Sul,RS,Palmitinho,"0,7099","0,7396","0,6439","0,7462"
Sul,RS,São José do Herval,"0,7099","0,6587","0,7250","0,7460"
Norte,RO,Ji-Paraná,"0,7098","0,5921","0,6747","0,8627"
Sudeste,MG,Jeceaba,"0,7097","0,6333","0,7181","0,7776"
Sudeste,SP,Monte Aprazível,"0,7097","0,7895","0,5426","0,7970"
Sul,PR,Jaboti,"0,7097","0,7977","0,7432","0,5883"
Sul,SC,Luiz Alves,"0,7097","0,6289","0,5367","0,9636"
Centro-Oeste,GO,Goiatuba,"0,7095","0,6646","0,5482","0,9157"
Norte,TO,Palmeirópolis,"0,7094","0,8275","0,6672","0,6334"
Sudeste,MG,Perdigão,"0,7094","0,6832","0,6962","0,7488"
Sul,PR,Carlópolis,"0,7093","0,6939","0,7205","0,7136"
Sul,PR,Pérola,"0,7093","0,7272","0,7044","0,6962"
Sul,SC,Riqueza,"0,7093","0,7455","0,6220","0,7605"
Centro-Oeste,GO,Paranaiguara,"0,7093","0,7907","0,6876","0,6495"
Sudeste,MG,Careaçu,"0,7091","0,6123","0,8545","0,6606"
Sudeste,ES,Nova Venécia,"0,7091","0,7274","0,5747","0,8253"
Sudeste,SP,Bom Sucesso de Itararé,"0,7090","0,8153","0,5979","0,7139"
Sudeste,MG,Carangola,"0,7089","0,6807","0,7951","0,6510"
Sudeste,MG,Limeira do Oeste,"0,7089","0,6190","0,6383","0,8693"
Nordeste,PE,Recife,"0,7088","0,6514","0,6646","0,8104"
Sul,PR,Goioerê,"0,7088","0,7678","0,6159","0,7426"
Sudeste,SP,Turiúba,"0,7087","0,8052","0,7053","0,6157"
Sul,PR,Itambé,"0,7087","0,7896","0,7014","0,6351"
Sudeste,SP,Serrana,"0,7086","0,6694","0,6990","0,7575"
Norte,RO,Corumbiara,"0,7085","0,6451","0,6424","0,8380"
Sudeste,MG,Cachoeira da Prata,"0,7085","0,8104","0,7442","0,5710"
Sudeste,SP,Ribeirão do Sul,"0,7085","0,7097","0,7647","0,6511"
Sul,PR,Uniflor,"0,7085","0,7164","0,7816","0,6274"
Sul,RS,Cotiporã,"0,7085","0,6535","0,7474","0,7245"
Sul,RS,Pareci Novo,"0,7085","0,6679","0,7085","0,7492"
Sul,SC,Iraceminha,"0,7084","0,7733","0,6735","0,6783"
Sudeste,SP,Itaí,"0,7083","0,7186","0,5914","0,8149"
Centro-Oeste,GO,Buriti Alegre,"0,7083","0,7751","0,5738","0,7760"
Sul,PR,São Jorge do Ivaí,"0,7082","0,8579","0,5737","0,6929"
Sudeste,MG,São José da Varginha,"0,7081","0,6564","0,7267","0,7411"
Sudeste,SP,Severínia,"0,7081","0,7488","0,5932","0,7822"
Centro-Oeste,MT,Araputanga,"0,7081","0,7238","0,5112","0,8894"
Sudeste,SP,Tapiratiba,"0,7079","0,6778","0,6473","0,7987"
Sul,SC,Sul Brasil,"0,7079","0,7420","0,6741","0,7077"
Sudeste,SP,Urânia,"0,7077","0,8297","0,6562","0,6373"
Nordeste,CE,Frecheirinha,"0,7076","0,7421","0,7009","0,6797"
Sudeste,MG,Itapagipe,"0,7076","0,6663","0,6849","0,7716"
Sudeste,SP,Santa Rosa de Viterbo,"0,7076","0,7564","0,6009","0,7654"
Sudeste,SP,Quadra,"0,7075","0,6531","0,7864","0,6831"
Sul,PR,Cidade Gaúcha,"0,7075","0,7337","0,4603","0,9284"
Sul,SC,São Martinho,"0,7075","0,6485","0,6184","0,8555"
Sudeste,MG,Guanhães,"0,7074","0,6756","0,6791","0,7676"
Sudeste,SP,São João do Pau d'Alho,"0,7074","0,8917","0,7118","0,5186"
Sul,PR,Porecatu,"0,7074","0,8447","0,6385","0,6391"
Sudeste,ES,Barra de São Francisco,"0,7073","0,7111","0,6791","0,7317"
Sudeste,SP,Santa Cruz da Esperança,"0,7073","0,7409","0,6182","0,7629"
Sul,PR,Iguatu,"0,7073","0,8449","0,6730","0,6039"
Sul,SC,Presidente Castello Branco,"0,7072","0,7247","0,7006","0,6963"
Sul,RS,São Domingos do Sul,"0,7072","0,7261","0,7124","0,6832"
Sudeste,SP,Várzea Paulista,"0,7070","0,7311","0,5947","0,7953"
Sul,SC,Passos Maia,"0,7070","0,6177","0,6534","0,8499"
Sul,RS,Nova Roma do Sul,"0,7070","0,7073","0,7235","0,6902"
Sudeste,SP,Manduri,"0,7069","0,6472","0,6598","0,8138"
Sudeste,SP,São João de Iracema,"0,7068","0,8461","0,7311","0,5432"
Sul,PR,Pérola d'Oeste,"0,7068","0,7922","0,7025","0,6258"
Sul,SC,Vidal Ramos,"0,7068","0,6594","0,6983","0,7626"
Sul,RS,Machadinho,"0,7068","0,6528","0,7497","0,7178"
Sul,RS,Vera Cruz,"0,7064","0,6604","0,6581","0,8006"
Sul,PR,Inajá,"0,7063","0,8525","0,7824","0,4841"
Centro-Oeste,MS,Jateí,"0,7063","0,5835","0,6726","0,8629"
Sudeste,MG,Crucilândia,"0,7062","0,7938","0,7472","0,5777"
Sudeste,MG,Três Corações,"0,7061","0,6672","0,6713","0,7797"
Sudeste,ES,Sooretama,"0,7061","0,7032","0,6353","0,7797"
Sul,PR,Iracema do Oeste,"0,7061","0,7998","0,6534","0,6652"
Sudeste,RJ,Nova Friburgo,"0,7060","0,6427","0,6460","0,8294"
Sudeste,SP,Rincão,"0,7060","0,7026","0,6921","0,7234"
Sul,RS,São Leopoldo,"0,7060","0,6044","0,5945","0,9190"
Centro-Oeste,GO,Ipameri,"0,7060","0,6427","0,6591","0,8163"
Sudeste,SP,Viradouro,"0,7059","0,8056","0,6280","0,6840"
Centro-Oeste,GO,Goiandira,"0,7059","0,7508","0,6584","0,7085"
Sudeste,MG,Cataguases,"0,7058","0,7237","0,6340","0,7597"
Sudeste,SP,Itaju,"0,7058","0,6878","0,6415","0,7882"
Sudeste,SP,Óleo,"0,7058","0,8450","0,6700","0,6025"
Sul,PR,Jardim Olinda,"0,7058","0,7038","0,6267","0,7870"
Sudeste,MG,Monsenhor Paulo,"0,7057","0,7563","0,6514","0,7095"
Sudeste,SP,Cajati,"0,7057","0,7035","0,5810","0,8327"
Sul,SC,São Francisco do Sul,"0,7056","0,6569","0,5848","0,8752"
Nordeste,AL,São José da Laje,"0,7053","0,8242","0,5259","0,7658"
Sul,PR,Marilena,"0,7053","0,7516","0,6355","0,7287"
Sul,RS,Vista Alegre,"0,7053","0,6912","0,6717","0,7529"
Centro-Oeste,MS,Cassilândia,"0,7053","0,7355","0,5692","0,8111"
Sudeste,MG,Ouro Fino,"0,7052","0,7562","0,5923","0,7671"
Sudeste,SP,Tupi Paulista,"0,7052","0,8273","0,5726","0,7156"
Sudeste,SP,Indiaporã,"0,7048","0,7926","0,7421","0,5798"
Sul,SC,Ilhota,"0,7048","0,6525","0,6114","0,8505"
Centro-Oeste,MS,Ivinhema,"0,7047","0,6995","0,6320","0,7826"
Sudeste,SP,Piedade,"0,7046","0,7905","0,6185","0,7048"
Sudeste,SP,Sarutaiá,"0,7046","0,8320","0,6104","0,6715"
Centro-Oeste,GO,Jandaia,"0,7045","0,6096","0,6657","0,8382"
Sudeste,MG,Conceição das Alagoas,"0,7044","0,6271","0,6965","0,7895"
Sul,SC,Irani,"0,7041","0,6235","0,6983","0,7906"
Sudeste,SP,Alto Alegre,"0,7040","0,7742","0,7171","0,6207"
Sudeste,SP,Itararé,"0,7040","0,7737","0,5836","0,7547"
Sudeste,SP,Itatinga,"0,7039","0,7354","0,5758","0,8004"
Sul,RS,Condor,"0,7039","0,6135","0,5870","0,9112"
Sul,RS,Lagoa dos Três Cantos,"0,7039","0,6994","0,7491","0,6633"
Sul,SC,Alto Bela Vista,"0,7038","0,6486","0,7505","0,7122"
Centro-Oeste,GO,Aruanã,"0,7038","0,7932","0,5503","0,7678"
Sul,RS,Fortaleza dos Valos,"0,7037","0,7038","0,7766","0,6306"
Sudeste,MG,Coromandel,"0,7036","0,7206","0,5819","0,8082"
Centro-Oeste,MT,Itanhangá,"0,7036","0,6830","0,6933","0,7346"
Sul,SC,Monte Carlo,"0,7035","0,5867","0,6883","0,8355"
Sul,SC,Santiago do Sul,"0,7035","0,7383","0,6577","0,7144"
Sudeste,SP,Avaí,"0,7034","0,6554","0,6220","0,8327"
Sudeste,SP,Taquaral,"0,7034","0,8527","0,4860","0,7714"
Sudeste,SP,Tejupá,"0,7033","0,6847","0,6644","0,7608"
Sul,SC,São Domingos,"0,7033","0,6239","0,7012","0,7847"
Norte,TO,Paraíso do Tocantins,"0,7030","0,7202","0,6283","0,7604"
Sudeste,MG,Bom Jesus da Penha,"0,7030","0,7565","0,7581","0,5943"
Sul,PR,Serranópolis do Iguaçu,"0,7029","0,7755","0,6436","0,6897"
Sudeste,SP,Neves Paulista,"0,7027","0,7531","0,6950","0,6599"
Sul,SC,Brunópolis,"0,7025","0,6581","0,7121","0,7374"
Sul,RS,Gravataí,"0,7025","0,5087","0,7836","0,8153"
Centro-Oeste,MT,Itaúba,"0,7025","0,6872","0,5219","0,8985"
Centro-Oeste,GO,Panamá,"0,7025","0,6821","0,6653","0,7600"
Sul,SC,Rio do Oeste,"0,7024","0,6030","0,6990","0,8053"
Sudeste,SP,Parisi,"0,7021","0,8288","0,7113","0,5663"
Sul,PR,Faxinal,"0,7020","0,7891","0,6369","0,6799"
Sul,RS,Passo do Sobrado,"0,7020","0,6005","0,7377","0,7678"
Nordeste,RN,Mossoró,"0,7019","0,5756","0,7135","0,8167"
Sul,RS,Vanini,"0,7018","0,7512","0,6415","0,7127"
Sudeste,ES,Fundão,"0,7015","0,7190","0,6637","0,7217"
Centro-Oeste,GO,Vicentinópolis,"0,7015","0,6021","0,6139","0,8886"
Centro-Oeste,GO,Barro Alto,"0,7014","0,6635","0,6174","0,8232"
Sudeste,RJ,Rio das Flores,"0,7012","0,6966","0,6331","0,7739"
Sul,SC,Morro Grande,"0,7011","0,7133","0,6138","0,7762"
Sul,RS,Alegria,"0,7009","0,7517","0,7814","0,5696"
Centro-Oeste,MS,Terenos,"0,7009","0,6756","0,6080","0,8192"
Sudeste,MG,Cássia,"0,7008","0,6934","0,7106","0,6985"
Sul,PR,Alto Paraíso,"0,7008","0,6991","0,6534","0,7500"
Sudeste,SP,Ibirá,"0,7006","0,7787","0,5346","0,7886"
Sul,PR,Catanduvas,"0,7006","0,6745","0,7185","0,7088"
Sul,PR,Ribeirão Claro,"0,7006","0,6921","0,5770","0,8326"
Sul,SC,Angelina,"0,7006","0,6299","0,8003","0,6715"
Sul,RS,Paim Filho,"0,7006","0,7523","0,6641","0,6855"
Sudeste,MG,São Vicente de Minas,"0,7005","0,6969","0,6182","0,7863"
Sul,PR,Primeiro de Maio,"0,7005","0,7447","0,6939","0,6630"
Sudeste,MG,Elói Mendes,"0,7004","0,6588","0,6555","0,7869"
Sudeste,MG,Tapira,"0,7004","0,6525","0,6320","0,8166"
Sul,SC,Lajeado Grande,"0,7004","0,6248","0,7737","0,7027"
Nordeste,CE,Guaramiranga,"0,7003","0,8089","0,7753","0,5166"
Sul,SC,Petrolândia,"0,7003","0,6211","0,7276","0,7522"
Sul,RS,Mariano Moro,"0,7003","0,7468","0,6860","0,6680"
Norte,TO,Cariri do Tocantins,"0,7002","0,5892","0,6632","0,8482"
Sudeste,SP,Elisiário,"0,7002","0,7863","0,5988","0,7156"
Sudeste,SP,Timburi,"0,7002","0,7582","0,6351","0,7072"
Sudeste,MG,Igarapé,"0,7001","0,6756","0,6881","0,7365"
Sudeste,SP,Estiva Gerbi,"0,7000","0,7620","0,5823","0,7557"
Sul,SC,Laguna,"0,7000","0,6355","0,6963","0,7681"
Sudeste,MG,Fortuna de Minas,"0,6999","0,7592","0,7651","0,5754"
Sul,SC,Marema,"0,6999","0,7113","0,6941","0,6942"
Sul,RS,São Borja,"0,6999","0,6477","0,7014","0,7507"
Centro-Oeste,MS,Nova Alvorada do Sul,"0,6999","0,6379","0,5709","0,8910"
Sul,RS,Áurea,"0,6998","0,7269","0,7509","0,6216"
Sudeste,SP,Peruíbe,"0,6997","0,7766","0,6534","0,6690"
Centro-Oeste,GO,Formosa,"0,6996","0,6615","0,6717","0,7655"
Sul,RS,Selbach,"0,6995","0,6554","0,6806","0,7624"
Sudeste,MG,Luz,"0,6994","0,7668","0,5482","0,7833"
Centro-Oeste,GO,Nazário,"0,6994","0,6815","0,6865","0,7302"
Sudeste,SP,Nova Luzitânia,"0,6992","0,8569","0,6663","0,5745"
Sudeste,SP,Ocauçu,"0,6992","0,7483","0,5312","0,8180"
Sul,RS,Arroio do Sal,"0,6992","0,6494","0,6767","0,7714"
Sul,RS,Boa Vista do Sul,"0,6991","0,6607","0,5748","0,8617"
Sudeste,SP,Aspásia,"0,6990","0,8597","0,7339","0,5035"
Sudeste,SP,Caconde,"0,6990","0,7451","0,6702","0,6817"
Sudeste,SP,Campo Limpo Paulista,"0,6989","0,7809","0,5999","0,7160"
Sul,PR,Iporã,"0,6989","0,7617","0,5165","0,8185"
Sudeste,SP,Catiguá,"0,6988","0,7305","0,7237","0,6422"
Sul,SC,Itapoá,"0,6988","0,6070","0,6671","0,8222"
Sudeste,MG,Aguanil,"0,6987","0,7839","0,6683","0,6438"
Sul,PR,Lobato,"0,6987","0,8462","0,5534","0,6964"
Sul,RS,Capão Bonito do Sul,"0,6987","0,7197","0,6979","0,6784"
Centro-Oeste,MT,Torixoréu,"0,6987","0,6873","0,7542","0,6546"
Sul,SC,Santa Helena,"0,6986","0,7514","0,5571","0,7873"
Sudeste,SP,Cardoso,"0,6985","0,7969","0,6946","0,6040"
Sul,PR,Boa Ventura de São Roque,"0,6984","0,6484","0,6507","0,7961"
Sul,SC,Morro da Fumaça,"0,6984","0,6144","0,5086","0,9722"
Sudeste,SP,Santo Antônio do Jardim,"0,6983","0,6466","0,7143","0,7341"
Sul,PR,São Jorge do Patrocínio,"0,6983","0,8567","0,5938","0,6445"
Sudeste,SP,Águas da Prata,"0,6982","0,6519","0,7184","0,7242"
Sul,PR,Prudentópolis,"0,6982","0,7296","0,6239","0,7412"
Sul,RS,Alpestre,"0,6982","0,7442","0,7346","0,6159"
