Região,UF,Município,IFDM,Educação,Saúde,Emprego & Renda,codigo_ibge
Sudeste,MG,Pedra Azul,"0,5962","0,6556","0,6541","0,4790",3148707
Nordeste,PE,Flores,"0,5961","0,6443","0,6810","0,4631",2605608
Sul,SC,Matos Costa,"0,5961","0,4733","0,6945","0,6205",4210704
Sudeste,MG,Rubim,"0,5960","0,7464","0,6527","0,3890",3156601
Sudeste,SP,Canas,"0,5960","0,6826","0,4298","0,6756",3509957
Sudeste,SP,Flora Rica,"0,5959","0,5098","0,7385","0,5395",3515806
Nordeste,CE,Acarape,"0,5958","0,7420","0,6441","0,4013",2300150
Nordeste,CE,Tejuçuoca,"0,5958","0,7479","0,6637","0,3759",2313351
Sul,RS,Caibaté,"0,5956","0,5998","0,4284","0,7585",4303301
Centro-Oeste,MT,Salto do Céu,"0,5956","0,7264","0,4456","0,6147",5107750
Norte,PA,Rio Maria,"0,5955","0,4885","0,5463","0,7517",1506161
Nordeste,PI,Buriti dos Montes,"0,5955","0,7955","0,7347","0,2563",2202026
Nordeste,CE,Antonina do Norte,"0,5955","0,7368","0,7123","0,3373",2300804
Nordeste,CE,Itaiçaba,"0,5955","0,7837","0,6201","0,3826",2306207
Nordeste,BA,Madre de Deus,"0,5955","0,5759","0,6368","0,5738",2919926
Norte,RO,Buritis,"0,5954","0,5130","0,5763","0,6968",1100452
Sul,RS,Dilermando de Aguiar,"0,5954","0,5120","0,6684","0,6058",4306379
Sul,RS,Nova Ramada,"0,5954","0,5304","0,6711","0,5847",4313334
Sul,PR,Ramilândia,"0,5953","0,6992","0,5492","0,5376",4121257
Sul,SC,São José do Cerrito,"0,5953","0,6167","0,6583","0,5109",4216800
Nordeste,BA,Ibicoara,"0,5952","0,4593","0,6053","0,7210",2912202
Sul,RS,Encruzilhada do Sul,"0,5952","0,5552","0,5336","0,6968",4306908
Sudeste,MG,Guaraciaba,"0,5951","0,5480","0,5660","0,6712",3128204
Sudeste,MG,Nanuque,"0,5951","0,5861","0,5656","0,6336",3144300
Nordeste,PI,Parnaíba,"0,5949","0,5400","0,6464","0,5984",2207702
Sudeste,MG,Espírito Santo do Dourado,"0,5949","0,5787","0,6345","0,5716",3124401
Sul,RS,Arambaré,"0,5949","0,5281","0,6610","0,5956",4300851
Nordeste,MA,Porto Franco,"0,5948","0,7225","0,5018","0,5601",2109007
Sudeste,MG,Pingo-d'Água,"0,5948","0,7427","0,6097","0,4321",3150539
Centro-Oeste,MS,Amambai,"0,5948","0,6175","0,4315","0,7355",5000609
Sudeste,MG,São Tiago,"0,5947","0,7165","0,4419","0,6258",3165008
Sul,RS,Capão do Cipó,"0,5947","0,4724","0,7216","0,5900",4304655
Nordeste,CE,Ipu,"0,5944","0,7550","0,6301","0,3981",2305803
Sudeste,MG,Patrocínio do Muriaé,"0,5944","0,5265","0,6893","0,5673",3148202
Sudeste,MG,Virgem da Lapa,"0,5943","0,6086","0,6496","0,5246",3171600
Sudeste,ES,Ponto Belo,"0,5943","0,6876","0,5976","0,4977",3204252
Sul,RS,Gramado dos Loureiros,"0,5943","0,6398","0,6475","0,4955",4309126
Norte,PA,Curionópolis,"0,5942","0,7252","0,4793","0,5781",1502772
Norte,TO,Lajeado,"0,5942","0,6972","0,4734","0,6120",1712009
Centro-Oeste,MT,Santo Antônio do Leverger,"0,5942","0,6107","0,4714","0,7005",5107800
Sudeste,MG,Santana dos Montes,"0,5940","0,6446","0,6910","0,4464",3159100
Norte,TO,Luzinópolis,"0,5939","0,6557","0,6602","0,4658",1712454
Norte,TO,Santa Maria do Tocantins,"0,5938","0,6526","0,5621","0,5667",1718881
Sudeste,MG,Goianá,"0,5937","0,6155","0,5642","0,6015",3127388
Norte,PA,Novo Progresso,"0,5936","0,5269","0,5307","0,7231",1505031
Sul,RS,Colorado,"0,5936","0,6438","0,5144","0,6225",4305603
Sul,PR,São João do Triunfo,"0,5934","0,6234","0,5770","0,5797",4125100
Sul,SC,Coronel Martins,"0,5934","0,6695","0,6103","0,5004",4204459
Norte,TO,Miracema do Tocantins,"0,5933","0,6328","0,5914","0,5557",1713205
Nordeste,RN,Jucurutu,"0,5933","0,5128","0,7521","0,5151",2406106
Nordeste,BA,Governador Mangabeira,"0,5933","0,6206","0,6541","0,5052",2911600
Centro-Oeste,GO,Cidade Ocidental,"0,5933","0,6037","0,6507","0,5256",5205497
Nordeste,CE,Pacoti,"0,5932","0,7559","0,6038","0,4199",2309805
Sudeste,MG,Resplendor,"0,5932","0,6117","0,5330","0,6349",3154309
Centro-Oeste,GO,Amaralina,"0,5932","0,5777","0,7370","0,4648",5200829
Centro-Oeste,MT,Ribeirãozinho,"0,5931","0,7874","0,3860","0,6059",5107198
Nordeste,PI,Água Branca,"0,5930","0,7811","0,5635","0,4344",2200202
Nordeste,AL,Penedo,"0,5930","0,6726","0,5599","0,5464",2706703
Sudeste,RJ,Sumidouro,"0,5930","0,5546","0,6601","0,5643",3305703
Sul,RS,Jaquirana,"0,5930","0,4635","0,6110","0,7046",4311122
Centro-Oeste,GO,Campos Belos,"0,5930","0,6756","0,5652","0,5381",5204904
Nordeste,RN,Baía Formosa,"0,5928","0,5154","0,5379","0,7251",2401404
Sudeste,MG,Porto Firme,"0,5928","0,6783","0,6928","0,4072",3152303
Sudeste,MG,Presidente Bernardes,"0,5928","0,6074","0,7510","0,4200",3153103
Nordeste,BA,Licínio de Almeida,"0,5927","0,7206","0,6464","0,4111",2919405
Sudeste,MG,Chácara,"0,5927","0,5778","0,6557","0,5445",3115904
Sudeste,SP,Cananéia,"0,5926","0,5949","0,6089","0,5739",3509908
Nordeste,PE,Cupira,"0,5925","0,7023","0,6129","0,4624",2605004
Sul,PR,Rio Branco do Ivaí,"0,5925","0,6124","0,6671","0,4979",4122172
Sudeste,MG,Casa Grande,"0,5924","0,5033","0,7412","0,5326",3114907
Centro-Oeste,GO,Jaupaci,"0,5924","0,6208","0,5929","0,5634",5212006
Sul,PR,Cândido de Abreu,"0,5923","0,6621","0,5806","0,5341",4104402
Nordeste,PI,Santa Filomena,"0,5922","0,5018","0,5960","0,6788",2209203
Sul,SC,Barra Bonita,"0,5922","0,5536","0,6731","0,5498",4202099
Nordeste,MA,Pedreiras,"0,5920","0,6925","0,5654","0,5181",2108207
Sudeste,MG,Lontra,"0,5920","0,8045","0,5160","0,4556",3138658
Sudeste,MG,Brasília de Minas,"0,5919","0,6406","0,6580","0,4772",3108602
Nordeste,AL,Messias,"0,5918","0,6787","0,6107","0,4859",2705200
Sul,SC,Zortéa,"0,5918","0,6370","0,6191","0,5194",4219853
Norte,TO,Aliança do Tocantins,"0,5917","0,7216","0,5161","0,5374",1700350
Nordeste,PE,Macaparana,"0,5914","0,6829","0,6446","0,4467",2609006
Sul,RS,Estrela Velha,"0,5914","0,5311","0,6539","0,5892",4307815
Centro-Oeste,MS,Rio Negro,"0,5914","0,6137","0,4142","0,7463",5007307
Sudeste,MG,Glaucilândia,"0,5913","0,6117","0,7248","0,4374",3127354
Sul,RS,São Martinho da Serra,"0,5913","0,6081","0,6664","0,4994",4319125
Sul,RS,Liberato Salzano,"0,5912","0,6042","0,6638","0,5057",4311601
Centro-Oeste,GO,Cristianópolis,"0,5912","0,5267","0,7109","0,5360",5206305
Norte,PA,Ananindeua,"0,5911","0,5930","0,5636","0,6168",1500800
Nordeste,PB,Sousa,"0,5910","0,5806","0,6570","0,5355",2516201
Sudeste,MG,Minas Novas,"0,5910","0,6311","0,6806","0,4613",3141801
Nordeste,MA,São José de Ribamar,"0,5909","0,7771","0,4696","0,5259",2111201
Nordeste,CE,Chorozinho,"0,5909","0,7764","0,6414","0,3548",2303956
Sudeste,MG,Pratinha,"0,5909","0,5762","0,4715","0,7250",3153004
Centro-Oeste,GO,Amorinópolis,"0,5909","0,6954","0,5714","0,5059",5200902
Nordeste,BA,Amargosa,"0,5908","0,6410","0,6392","0,4921",2901007
Sudeste,MG,Cabeceira Grande,"0,5908","0,7672","0,4324","0,5729",3109451
Nordeste,RN,Apodi,"0,5907","0,6018","0,6790","0,4912",2401008
Nordeste,AL,Batalha,"0,5907","0,7330","0,6276","0,4114",2700706
Centro-Oeste,GO,Aragarças,"0,5907","0,6639","0,5292","0,5791",5201702
Sudeste,MG,Mesquita,"0,5906","0,6365","0,7033","0,4320",3141702
Nordeste,MA,Presidente Dutra,"0,5905","0,6460","0,5862","0,5393",2109106
Nordeste,CE,Arneiroz,"0,5905","0,7454","0,7709","0,2553",2301505
Sudeste,MG,Itaobim,"0,5905","0,6318","0,5960","0,5436",3133303
Sudeste,MG,Conceição da Barra de Minas,"0,5903","0,6128","0,7109","0,4472",3115201
Centro-Oeste,MS,Bodoquena,"0,5903","0,5192","0,4544","0,7974",5002159
Nordeste,AL,Mar Vermelho,"0,5902","0,7303","0,6866","0,3538",2704906
Sudeste,MG,Carvalhos,"0,5902","0,6503","0,6460","0,4743",3114808
Nordeste,BA,Dias d'Ávila,"0,5901","0,5081","0,6295","0,6328",2910057
Sudeste,MG,Coqueiral,"0,5901","0,5692","0,6227","0,5784",3118700
Nordeste,CE,Beberibe,"0,5900","0,7279","0,5456","0,4966",2302206
Sudeste,MG,Cristiano Otoni,"0,5899","0,4937","0,6711","0,6049",3120409
Norte,RO,Nova Brasilândia D'Oeste,"0,5897","0,6377","0,5085","0,6228",1100148
Sudeste,SP,Tarabai,"0,5896","0,7057","0,4503","0,6129",3553906
Sudeste,MG,Piranguçu,"0,5894","0,5670","0,6875","0,5137",3150901
Centro-Oeste,MS,Ladário,"0,5893","0,6181","0,6471","0,5028",5005202
Sul,RS,Jari,"0,5892","0,5816","0,6251","0,5609",4311130
Centro-Oeste,GO,Mambaí,"0,5890","0,5048","0,6286","0,6335",5212709
Nordeste,PE,Santa Cruz do Capibaribe,"0,5887","0,6029","0,5749","0,5884",2612505
Sudeste,ES,Apiacá,"0,5887","0,6519","0,6474","0,4667",3200508
Sul,RS,Balneário Pinhal,"0,5887","0,5299","0,6815","0,5546",4301636
Centro-Oeste,MT,Poxoréu,"0,5887","0,5846","0,5181","0,6634",5107008
Centro-Oeste,GO,Novo Brasil,"0,5887","0,6607","0,6056","0,4999",5215207
Sudeste,MG,Tumiritinga,"0,5885","0,7602","0,4831","0,5222",3169505
Centro-Oeste,GO,Faina,"0,5883","0,5612","0,7029","0,5007",5207535
Norte,TO,Chapada da Natividade,"0,5881","0,5678","0,5983","0,5982",1705102
Nordeste,CE,Várzea Alegre,"0,5881","0,7778","0,6146","0,3719",2314003
Centro-Oeste,MT,Apiacás,"0,5877","0,5626","0,4783","0,7222",5100805
Sudeste,MG,Volta Grande,"0,5876","0,7076","0,4210","0,6342",3172103
Nordeste,BA,Candeias,"0,5875","0,4551","0,6467","0,6607",2906501
Sudeste,MG,Bom Jesus do Galho,"0,5874","0,5985","0,6937","0,4701",3107802
Sul,SC,Santa Terezinha do Progresso,"0,5874","0,6425","0,5516","0,5681",4215687
Norte,TO,Crixás do Tocantins,"0,5873","0,5553","0,6077","0,5990",1706258
Nordeste,PE,Serra Talhada,"0,5873","0,6262","0,5902","0,5454",2613909
Nordeste,AL,Rio Largo,"0,5870","0,5723","0,5261","0,6627",2707701
Sul,SC,Imaruí,"0,5870","0,6172","0,5235","0,6202",4207205
Sudeste,MG,Abre Campo,"0,5869","0,5852","0,5931","0,5823",3100302
Centro-Oeste,GO,Ouro Verde de Goiás,"0,5869","0,6579","0,5221","0,5808",5215405
Nordeste,PB,Carrapateira,"0,5868","0,7797","0,6273","0,3533",2504108
Sul,RS,Formigueiro,"0,5868","0,5180","0,6864","0,5559",4308409
Nordeste,AL,Feliz Deserto,"0,5867","0,7592","0,5594","0,4415",2702702
Nordeste,CE,Novo Oriente,"0,5863","0,8453","0,6017","0,3119",2309409
Centro-Oeste,GO,Moiporá,"0,5863","0,4711","0,7417","0,5460",5213400
Nordeste,BA,Itatim,"0,5862","0,5699","0,6684","0,5202",2916856
Centro-Oeste,MT,Porto Estrela,"0,5862","0,5479","0,5915","0,6193",5106851
Nordeste,CE,General Sampaio,"0,5861","0,7823","0,6307","0,3453",2304608
Nordeste,RN,Macau,"0,5861","0,6348","0,5519","0,5715",2407203
Sudeste,MG,Engenheiro Caldas,"0,5861","0,7016","0,5137","0,5431",3123700
Nordeste,CE,Tauá,"0,5860","0,7892","0,5551","0,4136",2313302
Nordeste,RN,Espírito Santo,"0,5860","0,5338","0,6982","0,5260",2403509
Nordeste,PB,Riachão,"0,5859","0,6985","0,6478","0,4115",2512747
Sudeste,MG,Galiléia,"0,5858","0,6383","0,5349","0,5842",3127305
Nordeste,PE,Salgadinho,"0,5856","0,6794","0,7241","0,3532",2612109
Sudeste,MG,Liberdade,"0,5856","0,5859","0,6600","0,5110",3138500
Sudeste,MG,Rio Pardo de Minas,"0,5854","0,6877","0,6667","0,4019",3155603
Nordeste,CE,Senador Pompeu,"0,5853","0,7609","0,4938","0,5013",2312700
Centro-Oeste,GO,São Patrício,"0,5853","0,4524","0,5386","0,7649",5220280
Nordeste,CE,Pacatuba,"0,5852","0,6655","0,5825","0,5076",2309706
Sudeste,RJ,Paty do Alferes,"0,5851","0,5788","0,5948","0,5818",3303856
Sudeste,MG,Nova União,"0,5850","0,6040","0,6247","0,5263",3136603
Sudeste,RJ,Seropédica,"0,5850","0,5206","0,5658","0,6686",3305554
Nordeste,BA,Andorinha,"0,5849","0,5278","0,7102","0,5166",2901353
Sudeste,MG,Santo Antônio do Aventureiro,"0,5849","0,5912","0,6287","0,5348",3160009
Nordeste,PI,Queimada Nova,"0,5848","0,5671","0,6845","0,5028",2208650
Nordeste,AL,Matriz de Camaragibe,"0,5848","0,6164","0,5427","0,5952",2705101
Nordeste,PI,Antônio Almeida,"0,5846","0,6682","0,5458","0,5397",2200806
Nordeste,BA,Itagibá,"0,5846","0,5080","0,5885","0,6573",2915205
Sul,PR,Itaúna do Sul,"0,5845","0,6414","0,5469","0,5651",4111308
Sudeste,SP,Itaoca,"0,5844","0,7404","0,5094","0,5035",3522158
Nordeste,RN,Major Sales,"0,5842","0,6526","0,7942","0,3057",2407252
Sudeste,MG,Verdelândia,"0,5841","0,7477","0,5312","0,4735",3171030
Sudeste,MG,Gonzaga,"0,5840","0,6590","0,6563","0,4368",3127503
Sudeste,ES,Água Doce do Norte,"0,5840","0,6591","0,6132","0,4798",3200169
Centro-Oeste,GO,São Miguel do Passa Quatro,"0,5840","0,5873","0,5037","0,6609",5220264
Norte,TO,Pugmil,"0,5839","0,6813","0,5210","0,5494",1718451
Sudeste,MG,Inimutaba,"0,5839","0,5484","0,6376","0,5656",3131109
Sudeste,SP,Álvaro de Carvalho,"0,5838","0,7086","0,4844","0,5585",3501400
Sudeste,SP,Rio Grande da Serra,"0,5838","0,7035","0,5573","0,4906",3544103
Nordeste,CE,Boa Viagem,"0,5837","0,7260","0,6250","0,4000",2302404
Nordeste,CE,Graça,"0,5837","0,8240","0,6812","0,2458",2304657
Sudeste,MG,Rio Espera,"0,5837","0,7692","0,6441","0,3378",3155207
Sudeste,MG,Coronel Murta,"0,5836","0,7283","0,6203","0,4023",3119500
Nordeste,BA,Simões Filho,"0,5835","0,4828","0,4568","0,8108",2930709
Centro-Oeste,MT,Acorizal,"0,5835","0,6019","0,6225","0,5260",5100102
Sudeste,RJ,Conceição de Macabu,"0,5833","0,6585","0,5560","0,5353",3301405
Nordeste,BA,Teixeira de Freitas,"0,5832","0,4703","0,6061","0,6733",2931350
Sudeste,MG,Coração de Jesus,"0,5832","0,6787","0,7087","0,3621",3118809
Nordeste,CE,Fortim,"0,5831","0,7271","0,5247","0,4975",2304459
Norte,TO,Maurilândia do Tocantins,"0,5830","0,6534","0,6615","0,4342",1712801
Nordeste,PE,Olinda,"0,5830","0,5639","0,5310","0,6540",2609600
Nordeste,AL,Maribondo,"0,5830","0,7036","0,6236","0,4218",2704807
Centro-Oeste,GO,Cocalzinho de Goiás,"0,5830","0,6413","0,5655","0,5422",5205513
Nordeste,PB,Emas,"0,5829","0,7394","0,6425","0,3669",2505907
Sudeste,MG,São Bento Abade,"0,5828","0,6622","0,6356","0,4507",3160801
Sudeste,MG,Monte Azul,"0,5827","0,7580","0,5962","0,3939",3142908
Nordeste,PE,Itapissuma,"0,5826","0,6124","0,4868","0,6487",2607752
Sul,RS,Santa Margarida do Sul,"0,5826","0,4759","0,6514","0,6206",4316972
Nordeste,CE,Pindoretama,"0,5825","0,7355","0,5557","0,4563",2310852
Nordeste,BA,Valente,"0,5825","0,6349","0,6326","0,4801",2933000
Centro-Oeste,GO,Sítio d'Abadia,"0,5825","0,5636","0,7318","0,4521",5220702
Sudeste,MG,Patis,"0,5824","0,7550","0,7188","0,2735",3147956
Sudeste,MG,Ribeirão das Neves,"0,5824","0,6098","0,5163","0,6212",3154606
Sudeste,MG,Sobrália,"0,5823","0,7310","0,5882","0,4278",3167707
Centro-Oeste,GO,Cachoeira de Goiás,"0,5823","0,5861","0,6403","0,5205",5204201
Nordeste,PI,Cabeceiras do Piauí,"0,5821","0,7206","0,6698","0,3558",2202059
Nordeste,BA,Porto Seguro,"0,5821","0,4479","0,5229","0,7756",2925303
Sudeste,MG,Rio Manso,"0,5819","0,6163","0,6195","0,5099",3155306
Nordeste,RN,Rafael Godeiro,"0,5818","0,6770","0,6996","0,3687",2410603
Centro-Oeste,GO,Portelândia,"0,5818","0,4148","0,5672","0,7633",5218102
Centro-Oeste,GO,Terezópolis de Goiás,"0,5818","0,5345","0,5751","0,6359",5221197
Nordeste,PI,Ipiranga do Piauí,"0,5817","0,7689","0,6432","0,3330",2204808
Nordeste,CE,Quixadá,"0,5817","0,7032","0,5541","0,4877",2311306
Sul,PR,Rio Bonito do Iguaçu,"0,5817","0,6118","0,6138","0,5194",4122156
Sudeste,MG,Ipaba,"0,5816","0,6299","0,5971","0,5179",3131158
Centro-Oeste,MT,Rosário Oeste,"0,5816","0,6001","0,5525","0,5921",5107701
Nordeste,PI,Socorro do Piauí,"0,5815","0,7043","0,6722","0,3681",2210904
Nordeste,RN,Pendências,"0,5815","0,5944","0,5405","0,6096",2409902
Sudeste,MG,São José do Mantimento,"0,5815","0,7078","0,5849","0,4519",3163607
Centro-Oeste,MT,Barão de Melgaço,"0,5815","0,5548","0,6470","0,5427",5101605
Nordeste,PB,Joca Claudino,"0,5814","0,7338","0,6559","0,3544",2513653
Sudeste,RJ,Quatis,"0,5814","0,5800","0,5297","0,6345",3304128
Sul,RS,Sede Nova,"0,5814","0,5901","0,5274","0,6266",4320230
Centro-Oeste,MT,Canabrava do Norte,"0,5814","0,4780","0,6310","0,6353",5102694
Sudeste,MG,Pedro Teixeira,"0,5813","0,5366","0,7449","0,4623",3149408
Nordeste,PE,Orobó,"0,5812","0,7152","0,6842","0,3442",2609709
Sudeste,MG,Indaiabira,"0,5812","0,7709","0,6526","0,3202",3130655
Nordeste,AL,São Luís do Quitunde,"0,5811","0,5935","0,4824","0,6674",2708501
Sudeste,MG,Gameleiras,"0,5811","0,7699","0,6509","0,3224",3127339
Nordeste,PI,Capitão Gervásio Oliveira,"0,5810","0,6129","0,6732","0,4570",2202455
Norte,TO,Piraquê,"0,5809","0,5819","0,5442","0,6167",1717206
Nordeste,CE,Assaré,"0,5809","0,7492","0,7028","0,2908",2301604
Sudeste,MG,Centralina,"0,5808","0,5934","0,6076","0,5415",3115805
Nordeste,PB,Pedras de Fogo,"0,5807","0,6269","0,5699","0,5453",2511202
Sudeste,MG,Santa Cruz de Minas,"0,5807","0,4702","0,5835","0,6883",3157336
Centro-Oeste,MT,Novo Horizonte do Norte,"0,5807","0,7170","0,4393","0,5858",5106273
Sul,RS,São Miguel das Missões,"0,5806","0,5788","0,4901","0,6730",4319158
Norte,PA,Castanhal,"0,5804","0,5236","0,5673","0,6503",1502400
Sudeste,MG,Inhapim,"0,5804","0,6390","0,5495","0,5526",3130903
Sul,RS,Ubiretama,"0,5804","0,6466","0,5984","0,4963",4322343
Sul,PR,Morretes,"0,5803","0,5535","0,5286","0,6587",4116208
Sul,SC,Romelândia,"0,5803","0,5662","0,6420","0,5327",4215208
Sul,RS,Novo Tiradentes,"0,5803","0,6916","0,5755","0,4739",4313441
Nordeste,CE,Apuiarés,"0,5802","0,7575","0,6364","0,3468",2300903
Sul,SC,Chapadão do Lageado,"0,5802","0,6667","0,4679","0,6059",4204194
Nordeste,RN,Monte das Gameleiras,"0,5801","0,5924","0,7297","0,4181",2407906
Nordeste,AL,Delmiro Gouveia,"0,5801","0,5263","0,7353","0,4786",2702405
Sudeste,SP,Mariápolis,"0,5801","0,5992","0,6484","0,4928",3528908
Sul,RS,Sinimbu,"0,5801","0,5708","0,5153","0,6542",4320677
Sudeste,ES,Mantenópolis,"0,5800","0,7024","0,5413","0,4962",3203304
Sudeste,MG,Santa Rita de Jacutinga,"0,5799","0,5931","0,6124","0,5342",3159308
Centro-Oeste,GO,Bonópolis,"0,5798","0,5392","0,4775","0,7226",5203575
Sudeste,MG,Veríssimo,"0,5797","0,4946","0,6012","0,6434",3171105
Sul,RS,São Gabriel,"0,5797","0,5001","0,5723","0,6668",4318309
Nordeste,BA,Barrocas,"0,5796","0,6092","0,5917","0,5378",2903276
Nordeste,PE,Itambé,"0,5794","0,6284","0,5689","0,5409",2607653
Sul,SC,Vargem,"0,5794","0,4874","0,5054","0,7455",4219150
Centro-Oeste,GO,Fazenda Nova,"0,5794","0,6610","0,5668","0,5103",5207600
Nordeste,CE,Trairi,"0,5793","0,6945","0,6192","0,4241",2313500
Sudeste,MG,Alto Caparaó,"0,5793","0,5639","0,6481","0,5260",3102050
Nordeste,PB,São José do Sabugi,"0,5792","0,7117","0,6969","0,3290",2514701
Sudeste,RJ,Cachoeiras de Macacu,"0,5792","0,5186","0,6384","0,5806",3300803
Sudeste,RJ,São Pedro da Aldeia,"0,5792","0,5190","0,5614","0,6571",3305208
Nordeste,PI,Domingos Mourão,"0,5791","0,7817","0,6741","0,2815",2203420
Nordeste,PI,Cocal de Telha,"0,5790","0,7270","0,6645","0,3454",2202711
Nordeste,PE,Jaboatão dos Guararapes,"0,5790","0,5650","0,5624","0,6096",2607901
Nordeste,SE,Amparo do São Francisco,"0,5790","0,6750","0,6161","0,4458",2800100
Sudeste,MG,Curral de Dentro,"0,5789","0,6653","0,6766","0,3948",3120870
Nordeste,PI,Marcolândia,"0,5788","0,6643","0,6957","0,3764",2205953
Nordeste,RN,São Fernando,"0,5788","0,7533","0,4812","0,5020",2411809
Sudeste,RJ,Quissamã,"0,5788","0,6362","0,5870","0,5132",3304151
Nordeste,MA,Bacabal,"0,5787","0,6673","0,5959","0,4730",2101202
Nordeste,CE,Pedra Branca,"0,5787","0,7991","0,6367","0,3002",2310506
Sul,RS,Hulha Negra,"0,5787","0,4500","0,5523","0,7339",4309654
Centro-Oeste,GO,Palestina de Goiás,"0,5787","0,6102","0,5440","0,5819",5215652
Nordeste,CE,Granja,"0,5785","0,7910","0,6412","0,3033",2304707
Nordeste,CE,Piquet Carneiro,"0,5785","0,7299","0,7058","0,2999",2310902
Nordeste,RN,Angicos,"0,5784","0,5047","0,8112","0,4193",2400802
Nordeste,AL,Passo de Camaragibe,"0,5784","0,6247","0,6401","0,4705",2706505
Nordeste,BA,Cairu,"0,5784","0,4994","0,5835","0,6522",2905404
Centro-Oeste,GO,Aurilândia,"0,5784","0,6774","0,4915","0,5664",5202601
Centro-Oeste,GO,São Luiz do Norte,"0,5784","0,5371","0,6658","0,5324",5220157
Centro-Oeste,GO,Petrolina de Goiás,"0,5783","0,6023","0,5421","0,5906",5216809
Nordeste,PE,Surubim,"0,5780","0,5853","0,6717","0,4769",2614501
Sudeste,MG,Angelândia,"0,5780","0,6195","0,6214","0,4930",3102852
Norte,PA,Paragominas,"0,5778","0,5165","0,4537","0,7631",1505502
Nordeste,RN,Macaíba,"0,5778","0,4793","0,6677","0,5864",2407104
Nordeste,PE,Feira Nova,"0,5778","0,6582","0,7234","0,3519",2605400
Sudeste,MG,Santana do Garambéu,"0,5775","0,5317","0,7729","0,4280",3158706
Nordeste,PE,Triunfo,"0,5774","0,7505","0,5656","0,4160",2615706
Nordeste,BA,Eunápolis,"0,5774","0,4259","0,5749","0,7315",2910727
Centro-Oeste,MT,Colniza,"0,5774","0,5434","0,4959","0,6930",5103254
Sudeste,MG,Olaria,"0,5773","0,6127","0,5464","0,5729",3145406
Nordeste,PE,Vertente do Lério,"0,5772","0,6591","0,7359","0,3367",2616183
Centro-Oeste,MT,Vale de São Domingos,"0,5772","0,6571","0,5573","0,5171",5108352
Sudeste,MG,Fernandes Tourinho,"0,5771","0,6074","0,6207","0,5033",3125804
Sudeste,MG,Frei Inocêncio,"0,5771","0,6055","0,6187","0,5070",3126901
Norte,RO,Presidente Médici,"0,5770","0,6136","0,4612","0,6562",1100254
Sudeste,RJ,Paracambi,"0,5769","0,5559","0,5993","0,5754",3303609
Nordeste,CE,Mulungu,"0,5768","0,7941","0,6464","0,2900",2309102
Nordeste,BA,Caetité,"0,5768","0,4602","0,6955","0,5747",2905206
Sul,PR,Marquinho,"0,5767","0,7185","0,4759","0,5358",4115457
Sul,RS,Lajeado do Bugre,"0,5767","0,6597","0,6492","0,4211",4311429
Nordeste,PE,Sairé,"0,5766","0,6142","0,6590","0,4566",2612000
Sudeste,MG,Nova Belém,"0,5766","0,7820","0,6119","0,3360",3144672
Nordeste,CE,Icó,"0,5765","0,6715","0,6376","0,4203",2305407
Sudeste,MG,Simão Pereira,"0,5764","0,5624","0,5609","0,6058",3167509
Sul,RS,Ivorá,"0,5763","0,6691","0,5837","0,4761",4310751
Nordeste,SE,Ribeirópolis,"0,5762","0,6973","0,5450","0,4864",2806008
Sudeste,MG,Palma,"0,5762","0,6449","0,6225","0,4613",3146701
Sudeste,RJ,Guapimirim,"0,5760","0,5478","0,5503","0,6298",3301850
Sudeste,MG,Guaraciama,"0,5759","0,6820","0,6454","0,4002",3128253
Sudeste,MG,Itacarambi,"0,5759","0,6662","0,5581","0,5035",3132107
Norte,TO,Pium,"0,5755","0,4643","0,5798","0,6824",1717503
Sudeste,MG,Jequitibá,"0,5755","0,5441","0,5190","0,6633",3135704
